"factor","SampleNum","Df","SumsOfSqs","R2","F.Model","Pvalue","Disp_pval","R2.adjust","Padjust","var_type","na_count","stats"
"Time",80,3,0.200283716090203,0.0302380433739848,0.789915944739793,0.2,1,-0.00804203386125257,0.2,"factor","0","BL:20; T04:20; T12:20; T24:20"
