"factor","SampleNum","Df","SumsOfSqs","R2","F.Model","Pvalue","Disp_pval","R2.adjust","Padjust","var_type","na_count","stats"
"Time",80,3,0.288377003566373,0.0185064070716941,0.47766891452732,0.6,0.5,-0.0202367610702128,0.6,"factor","0","BL:20; T04:20; T12:20; T24:20"
