Factor,estimate,.y.,group1,group2,n1,n2,statistic,p,conf.low,conf.high,method,alternative,p.adj,Mean1,Mean2,Mean.diff.log,comparisons,lab.p.adj,lab.p,label,Sites
GGB9635_SGB15106,-0.0695832069074412,Value,BL,T24,20,20,91,0.622,-0.34232290524711,0.231227725892111,Wilcoxon,two.sided,0.989705128205128,-2.92162146928466,-2.83335163093327,0.0845891308741767,BL/T24,ns,ns,ns/ns,VA
GGB9677_SGB15180,-0.00849266580203545,Value,BL,T24,20,20,104,0.985,-0.285718512755695,0.292061963962002,Wilcoxon,two.sided,0.997351097178683,-2.78898495963014,-2.7513686355013,0.0369260864800401,BL/T24,ns,ns,ns/ns,VA
GGB9691_SGB15198,0.0255102927496368,Value,BL,T24,20,20,109,0.898,-0.319400352482715,0.338843544775918,Wilcoxon,two.sided,0.989705128205128,-2.84379653898284,-2.86881070199826,-0.0247064300709282,BL/T24,ns,ns,ns/ns,VA
GGB9699_SGB15216,0.047029582096873,Value,BL,T24,20,20,116,0.701,-0.170379491642279,0.243672185502822,Wilcoxon,two.sided,0.989705128205128,-2.71764601796106,-2.7580059875468,-0.0395667778676485,BL/T24,ns,ns,ns/ns,VA
GGB9707_SGB15229,-0.0288326175713094,Value,BL,T24,20,20,99,0.841,-0.284858301292531,0.274415610796252,Wilcoxon,two.sided,0.989705128205128,-2.69270456540698,-2.71153557503987,-0.0186559010695457,BL/T24,ns,ns,ns/ns,VA
GGB9708_SGB15233,0.106739867289125,Value,BL,T24,20,20,129,0.388,-0.145340496592205,0.469259340774952,Wilcoxon,two.sided,0.989705128205128,-2.72173195928961,-2.89173158283888,-0.157003427056852,BL/T24,ns,ns,ns/ns,VA
GGB9708_SGB15234,-0.0368439469732921,Value,BL,T24,20,20,96,0.756,-0.305566595710493,0.294861327199222,Wilcoxon,two.sided,0.989705128205128,-2.70789666461927,-2.74544197246165,-0.0368576423787235,BL/T24,ns,ns,ns/ns,VA
GGB9712_SGB15244,0.115244585874059,Value,BL,T24,20,20,129,0.388,-0.203722080278178,0.42253850739851,Wilcoxon,two.sided,0.989705128205128,-2.77292768252516,-2.89063134255264,-0.111276277010382,BL/T24,ns,ns,ns/ns,VA
GGB9713_SGB15249,0.066267131042535,Value,BL,T24,20,20,114,0.756,-0.254828557354476,0.321177796289518,Wilcoxon,two.sided,0.989705128205128,-2.67121073381213,-2.78080307513036,-0.103992687794082,BL/T24,ns,ns,ns/ns,VA
GGB9747_SGB15356,0.019522633248692,Value,BL,T24,20,20,111,0.841,-0.318615924812576,0.290487261336977,Wilcoxon,two.sided,0.989705128205128,-2.79428080101203,-2.79947881892755,-0.00518455485439941,BL/T24,ns,ns,ns/ns,VA
GGB9758_SGB15368,0.151663621711924,Value,BL,T24,20,20,138,0.231,-0.130060007373136,0.385125956287678,Wilcoxon,two.sided,0.989705128205128,-2.63726928044865,-2.76939247068451,-0.124094799156644,BL/T24,ns,ns,ns/ns,VA
GGB9760_SGB15373,0.0507483741309054,Value,BL,T24,20,20,115,0.729,-0.216134648275417,0.266214063864001,Wilcoxon,two.sided,0.989705128205128,-2.7727146813458,-2.80237340084886,-0.0292274070479263,BL/T24,ns,ns,ns/ns,VA
GGB9760_SGB15374,0.0308843073885077,Value,BL,T24,20,20,116,0.701,-0.186835873186465,0.245394363198759,Wilcoxon,two.sided,0.989705128205128,-2.74100917287463,-2.68377834879922,0.0556530596561108,BL/T24,ns,ns,ns/ns,VA
GGB9813_SGB15447,0.174200623447301,Value,BL,T24,20,20,139,0.216,-0.141974652140066,0.497404402050623,Wilcoxon,two.sided,0.989705128205128,-2.72042020157999,-2.88661491578544,-0.153746067301606,BL/T24,ns,ns,ns/ns,VA
Haemophilus_parainfluenzae,-0.0779812885819674,Value,BL,T24,20,20,90,0.596,-0.331096632383727,0.194787866951199,Wilcoxon,two.sided,0.989705128205128,-2.78564244944999,-2.72254035695023,0.0611911366105095,BL/T24,ns,ns,ns/ns,VA
Holdemanella_biformis,0.192056809941217,Value,BL,T24,20,20,137,0.245,-0.101696486952048,0.483269152775033,Wilcoxon,two.sided,0.989705128205128,-2.74784520190421,-2.9261836174221,-0.16410532369904,BL/T24,ns,ns,ns/ns,VA
Holdemanella_porci,0.184025250783767,Value,BL,T24,20,20,149,0.105,-0.079514753032274,0.477258932376414,Wilcoxon,two.sided,0.92055,-2.61165965925626,-2.79153455940186,-0.165408416031634,BL/T24,ns,ns,ns/ns,VA
Holdemania_filiformis,0.204662374279308,Value,BL,T24,20,20,144,0.154,-0.150822800358666,0.392972890498393,Wilcoxon,two.sided,0.989705128205128,-2.78950082842081,-2.90840146391817,-0.112346627797553,BL/T24,ns,ns,ns/ns,VA
Holdemania_massiliensis,0.0469036103066403,Value,BL,T24,20,20,112,0.812,-0.297189940500823,0.296084502012474,Wilcoxon,two.sided,0.989705128205128,-2.74547490300231,-2.7219950099012,0.0232084806903907,BL/T24,ns,ns,ns/ns,VA
Hungatella_hathewayi,0.021938394085787,Value,BL,T24,20,20,108,0.927,-0.340779332878119,0.266195092981232,Wilcoxon,two.sided,0.989705128205128,-2.80993971797175,-2.79343157395294,0.0163733658778947,BL/T24,ns,ns,ns/ns,VA
Hydrogenoanaerobacterium_saccharovorans,-0.379594487641264,Value,BL,T24,20,20,27,0.00233,-0.611077948105209,-0.114555956915842,Wilcoxon,two.sided,0.376295,-2.86283499007038,-2.49410142843832,0.313885904744026,BL/T24,ns,**,**/ns,VA
Intestinibacter_bartlettii,0.061115549831714,Value,BL,T24,20,20,120,0.596,-0.275469555092543,0.668037638689541,Wilcoxon,two.sided,0.989705128205128,-2.81155749796971,-3.02075100373536,-0.189953613222048,BL/T24,ns,ns,ns/ns,VA
Intestinimonas_butyriciproducens,0.0195069625084077,Value,BL,T24,20,20,109,0.898,-0.20896248085207,0.244964065172254,Wilcoxon,two.sided,0.989705128205128,-2.8502554002308,-2.86678459634206,-0.016394075868833,BL/T24,ns,ns,ns/ns,VA
Intestinimonas_massiliensis,0.0132380547183324,Value,BL,T24,20,20,107,0.956,-0.410496901547675,0.404123126165059,Wilcoxon,two.sided,0.989705128205128,-2.89488810369913,-2.85129490048538,0.0426697614322396,BL/T24,ns,ns,ns/ns,VA
Klebsiella_pneumoniae,-0.0880946580438523,Value,BL,T24,20,20,83,0.43,-0.343022932060232,0.205823649689491,Wilcoxon,two.sided,0.989705128205128,-2.79664374826541,-2.72009277860277,0.0737623842747085,BL/T24,ns,ns,ns/ns,VA
Klebsiella_quasipneumoniae,-0.0924605733186696,Value,BL,T24,20,20,84,0.452,-0.461525898100063,0.190252498708919,Wilcoxon,two.sided,0.989705128205128,-2.8889534900311,-2.72619279851054,0.150797084109306,BL/T24,ns,ns,ns/ns,VA
Klebsiella_variicola,-0.0668431420984892,Value,BL,T24,20,20,95,0.729,-0.404653360728821,0.334433843981421,Wilcoxon,two.sided,0.989705128205128,-2.85918223845303,-2.84505532027575,0.0140280631917016,BL/T24,ns,ns,ns/ns,VA
Lachnospira_eligens,-0.0613447008762432,Value,BL,T24,20,20,88,0.546,-0.336586306911848,0.140495605449312,Wilcoxon,two.sided,0.989705128205128,-2.45416070391417,-2.35617287317623,0.0934792599092909,BL/T24,ns,ns,ns/ns,VA
Lachnospira_pectinoschiza,0.141969063616864,Value,BL,T24,20,20,131,0.349,-0.221535136639294,0.565805533372493,Wilcoxon,two.sided,0.989705128205128,-2.50000392328595,-2.71447247231178,-0.194306572892446,BL/T24,ns,ns,ns/ns,VA
Lachnospira_sp_NSJ_43,-0.145334127857842,Value,BL,T24,20,20,79,0.349,-0.401444149662317,0.1831193585861,Wilcoxon,two.sided,0.989705128205128,-2.87468015323283,-2.75545889511628,0.112633138217119,BL/T24,ns,ns,ns/ns,VA
Lachnospiraceae_bacterium_AM48_27BH,-0.0582472413368147,Value,BL,T24,20,20,95,0.729,-0.275605023974385,0.209716608820486,Wilcoxon,two.sided,0.989705128205128,-2.81104602462462,-2.80827904037205,0.0027631631985536,BL/T24,ns,ns,ns/ns,VA
Lachnospiraceae_bacterium_BX3,0.09725766941097,Value,BL,T24,20,20,126,0.452,-0.179738374989717,0.468553366076588,Wilcoxon,two.sided,0.989705128205128,-2.70167666964936,-2.83700292733258,-0.12692006133032,BL/T24,ns,ns,ns/ns,VA
Lachnospiraceae_bacterium_Marseille_Q4251,-0.0822477962267201,Value,BL,T24,20,20,86,0.498,-0.30287679983155,0.119129750178352,Wilcoxon,two.sided,0.989705128205128,-2.72334787339816,-2.61405914631179,0.103719023524217,BL/T24,ns,ns,ns/ns,VA
Lachnospiraceae_bacterium_OM04_12BH,-0.154432211174152,Value,BL,T24,20,20,79,0.349,-0.399453668335229,0.118545953060534,Wilcoxon,two.sided,0.989705128205128,-2.93045475333554,-2.7667226560845,0.15163216581823,BL/T24,ns,ns,ns/ns,VA
Lacrimispora_amygdalina,0.0610089511214728,Value,BL,T24,20,20,123,0.522,-0.130757711845066,0.250385525306327,Wilcoxon,two.sided,0.989705128205128,-2.57902685162451,-2.65065119333196,-0.0691755737228334,BL/T24,ns,ns,ns/ns,VA
Lacrimispora_celerecrescens,-0.255220548597068,Value,BL,T24,20,20,73,0.245,-0.592047243959847,0.182180571663958,Wilcoxon,two.sided,0.989705128205128,-3.01837947882594,-2.73441034463319,0.24995616618814,BL/T24,ns,ns,ns/ns,VA
Lacrimispora_saccharolytica,-0.0905133129272718,Value,BL,T24,20,20,90,0.596,-0.531472690749945,0.203554995648698,Wilcoxon,two.sided,0.989705128205128,-2.96350647590572,-2.73727578666292,0.203944983959202,BL/T24,ns,ns,ns/ns,VA
Lawsonibacter_asaccharolyticus,0.0662649125948429,Value,BL,T24,20,20,115,0.729,-0.225047497463854,0.310990551986004,Wilcoxon,two.sided,0.989705128205128,-2.66865375271856,-2.72644770082327,-0.0561855584239961,BL/T24,ns,ns,ns/ns,VA
Longicatena_caecimuris,-0.164781640564744,Value,BL,T24,20,20,75,0.277,-0.418245481277085,0.120547076757062,Wilcoxon,two.sided,0.989705128205128,-2.8973790603086,-2.78721659214164,0.104506372331512,BL/T24,ns,ns,ns/ns,VA
Megamonas_funiformis,-0.191094796007775,Value,BL,T24,20,20,72,0.231,-0.465361347416714,0.101789634330187,Wilcoxon,two.sided,0.989705128205128,-2.77869774593648,-2.62555245969992,0.142493240492281,BL/T24,ns,ns,ns/ns,VA
Megasphaera_sp_NM10,0.444444240378016,Value,BL,T24,20,20,172,0.0107,0.0993414948547289,0.71295535629954,Wilcoxon,two.sided,0.771611111111111,-2.67124907947442,-3.10520418404288,-0.360436433855009,BL/T24,ns,*,*/ns,VA
Mesosutterella_multiformis,-0.055862779550799,Value,BL,T24,20,20,84,0.452,-0.295676502209848,0.103964592007944,Wilcoxon,two.sided,0.989705128205128,-2.7631414337852,-2.6445174849285,0.112099312846027,BL/T24,ns,ns,ns/ns,VA
Negativibacillus_massiliensis,0.0818858784126314,Value,BL,T24,20,20,114,0.756,-0.147616495677468,0.287581404902885,Wilcoxon,two.sided,0.989705128205128,-2.80893302739235,-2.8641857319629,-0.0537802686438315,BL/T24,ns,ns,ns/ns,VA
Odoribacter_sp_AF15_53,-0.0152504339092311,Value,BL,T24,20,20,101,0.898,-0.345229397392868,0.423441590370266,Wilcoxon,two.sided,0.989705128205128,-2.98518011020074,-2.99425398654196,-0.00903295607596888,BL/T24,ns,ns,ns/ns,VA
Odoribacter_splanchnicus,-0.114933973289676,Value,BL,T24,20,20,87,0.522,-0.318868938953846,0.122519154878039,Wilcoxon,two.sided,0.989705128205128,-2.69202230967353,-2.61176781847015,0.0771966533805207,BL/T24,ns,ns,ns/ns,VA
Oscillibacter_sp_ER4,-0.0645383939056995,Value,BL,T24,20,20,100,0.869,-0.368654002181495,0.19760200753359,Wilcoxon,two.sided,0.989705128205128,-2.65380773788943,-2.59752298514413,0.054757801155378,BL/T24,ns,ns,ns/ns,VA
Oscillospiraceae_bacterium_Marseille_Q3528,-0.277628229107183,Value,BL,T24,20,20,57,0.0759,-0.534784153778729,0.0213581380860517,Wilcoxon,two.sided,0.92055,-3.02257148316629,-2.78694811092242,0.211575597587398,BL/T24,ns,ns,ns/ns,VA
Oscillospiraceae_bacterium_N12,0.076261140814741,Value,BL,T24,20,20,117,0.674,-0.322254731596612,0.309977226519669,Wilcoxon,two.sided,0.989705128205128,-2.87275541829937,-2.9265968575394,-0.0524420016487015,BL/T24,ns,ns,ns/ns,VA
Oscillospiraceae_unclassified_SGB15252,0.0336628894065029,Value,BL,T24,20,20,115,0.729,-0.291790997372165,0.282391955752164,Wilcoxon,two.sided,0.989705128205128,-2.73897277766193,-2.72385077659566,0.0150088033653862,BL/T24,ns,ns,ns/ns,VA
Oscillospiraceae_unclassified_SGB15256,0.157588485538208,Value,BL,T24,20,20,143,0.165,-0.0527136311676293,0.39837518764946,Wilcoxon,two.sided,0.989705128205128,-2.75120854221317,-2.90662916286796,-0.144464451405692,BL/T24,ns,ns,ns/ns,VA
Parabacteroides_distasonis,0.0910774783752584,Value,BL,T24,20,20,128,0.409,-0.161442081696842,0.398959047706156,Wilcoxon,two.sided,0.989705128205128,-2.32292177786488,-2.43640619823295,-0.107494216030571,BL/T24,ns,ns,ns/ns,VA
Parabacteroides_faecis,0.100056555663175,Value,BL,T24,20,20,126,0.452,-0.150403973434388,0.353001735611701,Wilcoxon,two.sided,0.989705128205128,-2.76230442978859,-2.87053790354457,-0.102767282513779,BL/T24,ns,ns,ns/ns,VA
Parabacteroides_goldsteinii,0.0149911289103126,Value,BL,T24,20,20,112,0.812,-0.177998277961813,0.241201914499762,Wilcoxon,two.sided,0.989705128205128,-2.60659396697067,-2.64404953549219,-0.0367711466842485,BL/T24,ns,ns,ns/ns,VA
Parabacteroides_johnsonii,0.0303331053525231,Value,BL,T24,20,20,117,0.674,-0.141654970274446,0.19277383096517,Wilcoxon,two.sided,0.989705128205128,-2.64052490763565,-2.70372644933289,-0.0612846784696832,BL/T24,ns,ns,ns/ns,VA
Parabacteroides_merdae,-0.00117663854927968,Value,BL,T24,20,20,105,1,-0.231817333961239,0.245902064243204,Wilcoxon,two.sided,1,-2.53167714316329,-2.52873240401299,0.00294041189897114,BL/T24,ns,ns,ns/ns,VA
Parabacteroides_sp_TM07_1AC,0.0242360962929783,Value,BL,T24,20,20,113,0.784,-0.24525574408188,0.278335716828956,Wilcoxon,two.sided,0.989705128205128,-2.79443953704269,-2.82797733940319,-0.0329876765007589,BL/T24,ns,ns,ns/ns,VA
Paraprevotella_clara,0.14386270321652,Value,BL,T24,20,20,133,0.312,-0.0970625438620252,0.419725305310831,Wilcoxon,two.sided,0.989705128205128,-2.69667050351819,-2.85416546804891,-0.146258156671352,BL/T24,ns,ns,ns/ns,VA
Parasutterella_excrementihominis,-0.0499355844965155,Value,BL,T24,20,20,92,0.648,-0.27484183313474,0.1552894770406,Wilcoxon,two.sided,0.989705128205128,-2.73340807478128,-2.64798164010681,0.0819729371271472,BL/T24,ns,ns,ns/ns,VA
Parasutterella_SGB9260,-0.0427651407754134,Value,BL,T24,20,20,101,0.898,-0.334058382095382,0.142699593039603,Wilcoxon,two.sided,0.989705128205128,-2.68053329487381,-2.58632211623072,0.0900337188658172,BL/T24,ns,ns,ns/ns,VA
Phascolarctobacterium_faecium,0.04697516727261,Value,BL,T24,20,20,118,0.648,-0.309281333426449,0.260954918914271,Wilcoxon,two.sided,0.989705128205128,-2.44188161927609,-2.46791721852,-0.0257024432654676,BL/T24,ns,ns,ns/ns,VA
Phascolarctobacterium_SGB5790,0.0583248968409353,Value,BL,T24,20,20,112,0.812,-0.281949200618214,0.411380748730347,Wilcoxon,two.sided,0.989705128205128,-2.72488206336521,-2.80244409303479,-0.0747011094776079,BL/T24,ns,ns,ns/ns,VA
Phascolarctobacterium_succinatutens,-0.13563124034072,Value,BL,T24,20,20,76,0.294,-0.384739104777766,0.100456238208931,Wilcoxon,two.sided,0.989705128205128,-2.7660922134863,-2.64614796575672,0.113278905255117,BL/T24,ns,ns,ns/ns,VA
Phocaeicola_coprocola,0.128003617765994,Value,BL,T24,20,20,146,0.133,-0.0621659721924044,0.315095706912773,Wilcoxon,two.sided,0.989705128205128,-2.41352665384819,-2.54610550174503,-0.12449719881846,BL/T24,ns,ns,ns/ns,VA
Phocaeicola_coprophilus,0.0647065564823941,Value,BL,T24,20,20,112,0.812,-0.35911148657509,0.441914332408646,Wilcoxon,two.sided,0.989705128205128,-2.93855740020744,-2.99127646465133,-0.0513764021556993,BL/T24,ns,ns,ns/ns,VA
Phocaeicola_dorei,0.104080031278069,Value,BL,T24,20,20,140,0.202,-0.0674999272151715,0.3845526525916,Wilcoxon,two.sided,0.989705128205128,-2.34712749269043,-2.51340865027526,-0.15382018886527,BL/T24,ns,ns,ns/ns,VA
Phocaeicola_massiliensis,-0.233699019052235,Value,BL,T24,20,20,55,0.0637,-0.519162689590738,0.01778056023957,Wilcoxon,two.sided,0.92055,-2.65332723547236,-2.39283026142193,0.231506067048292,BL/T24,ns,ns,ns/ns,VA
Phocaeicola_plebeius,0.0282770304949538,Value,BL,T24,20,20,108,0.927,-0.518161795164434,0.242045768994291,Wilcoxon,two.sided,0.989705128205128,-2.42047061835338,-2.36238407816843,0.0564621261070234,BL/T24,ns,ns,ns/ns,VA
Phocaeicola_SGB6473,0.0451020195256228,Value,BL,T24,20,20,115,0.729,-0.199974791500827,0.444113211423117,Wilcoxon,two.sided,0.989705128205128,-2.8152355574923,-2.89555566334248,-0.0772573915257338,BL/T24,ns,ns,ns/ns,VA
Phocaeicola_vulgatus,-0.0131175566600626,Value,BL,T24,20,20,100,0.869,-0.282815880837966,0.225786688728273,Wilcoxon,two.sided,0.989705128205128,-1.88871558006308,-1.86878646714472,0.0197331277422827,BL/T24,ns,ns,ns/ns,VA
Prevotella_bivia,-0.0468757601969134,Value,BL,T24,20,20,97,0.784,-0.344904952456087,0.265476192730163,Wilcoxon,two.sided,0.989705128205128,-2.84739272281224,-2.80517688756226,0.0413490574381644,BL/T24,ns,ns,ns/ns,VA
Prevotella_copri_clade_A,0.391227950775627,Value,BL,T24,20,20,167,0.0192,0.0974303204839729,0.642330799084403,Wilcoxon,two.sided,0.771611111111111,-2.56166894536649,-2.88081496641391,-0.276984573481438,BL/T24,ns,*,*/ns,VA
Prevotella_copri_clade_C,0.176793891920221,Value,BL,T24,20,20,131,0.349,-0.176180451752751,0.515255824354352,Wilcoxon,two.sided,0.989705128205128,-2.65185837977291,-2.78591540910954,-0.125801494461347,BL/T24,ns,ns,ns/ns,VA
Prevotella_corporis,0.0958821696470648,Value,BL,T24,20,20,123,0.522,-0.165471623914062,0.521749411107755,Wilcoxon,two.sided,0.989705128205128,-2.70132849927321,-2.96604537284212,-0.234848281768545,BL/T24,ns,ns,ns/ns,VA
Prevotella_disiens,5.13822611268866e-05,Value,BL,T24,20,20,105,1,-0.460975845387861,0.404815388156762,Wilcoxon,two.sided,1,-2.99194574249041,-2.93925909618697,0.0513456070074897,BL/T24,ns,ns,ns/ns,VA
Prevotella_stercorea,0.0446644110900649,Value,BL,T24,20,20,112,0.812,-0.306202296382743,0.394190528882195,Wilcoxon,two.sided,0.989705128205128,-2.849285249533,-2.90781743140598,-0.0568832144116468,BL/T24,ns,ns,ns/ns,VA
Prevotella_timonensis,-0.098829565305785,Value,BL,T24,20,20,85,0.475,-0.279144959989379,0.180874354725689,Wilcoxon,two.sided,0.989705128205128,-2.81392528623545,-2.75841732816948,0.0540221278950327,BL/T24,ns,ns,ns/ns,VA
Pseudoruminococcus_massiliensis,0.220614003232394,Value,BL,T24,20,20,131,0.349,-0.136599357017051,0.510295425361901,Wilcoxon,two.sided,0.989705128205128,-2.7553044601195,-2.92872365978768,-0.159921879799642,BL/T24,ns,ns,ns/ns,VA
Rheinheimera_SGB14999,0.0341086525966514,Value,BL,T24,20,20,115,0.729,-0.222933426236773,0.453830552278814,Wilcoxon,two.sided,0.989705128205128,-2.73220572695514,-2.78242254528769,-0.0489966365026033,BL/T24,ns,ns,ns/ns,VA
Romboutsia_timonensis,-0.149506639602539,Value,BL,T24,20,20,74,0.261,-0.450323271730802,0.108958698009132,Wilcoxon,two.sided,0.989705128205128,-2.79286166600026,-2.65261012551538,0.131248887615015,BL/T24,ns,ns,ns/ns,VA
Roseburia_faecis,0.110086496728999,Value,BL,T24,20,20,122,0.546,-0.216281176741008,0.390607689823209,Wilcoxon,two.sided,0.989705128205128,-2.5426845274682,-2.66116778945569,-0.11197353714004,BL/T24,ns,ns,ns/ns,VA
Roseburia_hominis,-0.235827878575504,Value,BL,T24,20,20,60,0.0973,-0.491770827781395,0.0544188575279965,Wilcoxon,two.sided,0.92055,-2.8445525006363,-2.61858105663632,0.203733545236217,BL/T24,ns,ns,ns/ns,VA
Roseburia_intestinalis,0.0663620756015703,Value,BL,T24,20,20,119,0.622,-0.218223196578766,0.418945937379092,Wilcoxon,two.sided,0.989705128205128,-2.6851678575024,-2.74025806586354,-0.0536262688282221,BL/T24,ns,ns,ns/ns,VA
Roseburia_inulinivorans,-0.0313569408718487,Value,BL,T24,20,20,99,0.841,-0.342233150560946,0.283447787759992,Wilcoxon,two.sided,0.989705128205128,-2.59546314018863,-2.56224222210265,0.0326810279560002,BL/T24,ns,ns,ns/ns,VA
Roseburia_sp_AF02_12,0.249717758914596,Value,BL,T24,20,20,165,0.024,0.0385440510907238,0.551990683611126,Wilcoxon,two.sided,0.7752,-2.53613752552307,-2.88243561280562,-0.297358668280477,BL/T24,ns,*,*/ns,VA
Roseburia_sp_AM16_25,0.0170932097336486,Value,BL,T24,20,20,108,0.927,-0.370364531124091,0.292638638157234,Wilcoxon,two.sided,0.989705128205128,-2.79934828134776,-2.76979824312024,0.029121850702338,BL/T24,ns,ns,ns/ns,VA
Roseburia_sp_AM23_20,-0.211118734193001,Value,BL,T24,20,20,77,0.312,-0.635326718309131,0.183323783177103,Wilcoxon,two.sided,0.989705128205128,-3.02303148919162,-2.79887088057358,0.202255391673247,BL/T24,ns,ns,ns/ns,VA
Roseburia_sp_AM59_24XD,0.0415190728895839,Value,BL,T24,20,20,119,0.622,-0.230752055113554,0.38380925740234,Wilcoxon,two.sided,0.989705128205128,-2.78289412967809,-2.77980501898428,0.00308434919471465,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_bicirculans,0.0947924829752252,Value,BL,T24,20,20,124,0.498,-0.212810592904822,0.503226003312491,Wilcoxon,two.sided,0.989705128205128,-2.44746051943775,-2.57330730665157,-0.118535452265612,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_bovis,-0.0568425448351656,Value,BL,T24,20,20,83,0.43,-0.228850819928563,0.125349762382458,Wilcoxon,two.sided,0.989705128205128,-2.73792787130663,-2.69516263041951,0.0418760700390423,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_bromii,0.156700477277555,Value,BL,T24,20,20,138,0.231,-0.110339214706775,0.407068723650803,Wilcoxon,two.sided,0.989705128205128,-2.42276804065121,-2.55122634437406,-0.120852368185977,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_callidus,-0.216872956143558,Value,BL,T24,20,20,75,0.277,-0.417844265253307,0.1203255527142,Wilcoxon,two.sided,0.989705128205128,-2.7935598758896,-2.60161395017641,0.175587203279591,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_gnavus,-0.109068149752684,Value,BL,T24,20,20,87,0.522,-0.397737507254157,0.247056810787846,Wilcoxon,two.sided,0.989705128205128,-2.80924478518343,-2.72189071269984,0.0837472887549317,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_lactaris,0.0704778324251332,Value,BL,T24,20,20,126,0.452,-0.122602364678061,0.239975604433901,Wilcoxon,two.sided,0.989705128205128,-2.72657947885486,-2.77297172459998,-0.0453482912815673,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_SGB4421,-0.0549059802774495,Value,BL,T24,20,20,93,0.674,-0.376946748414585,0.184831517582557,Wilcoxon,two.sided,0.989705128205128,-2.9403186017957,-2.84694648318452,0.0892666074382354,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_sp_AF13_28,0.170918150099872,Value,BL,T24,20,20,135,0.277,-0.131614977413133,0.555158302958153,Wilcoxon,two.sided,0.989705128205128,-2.61907240854859,-2.85972371997311,-0.215636492869656,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_sp_BSD2780120874_150323_B10,0.271951399099655,Value,BL,T24,20,20,153,0.0759,-0.028940076532074,0.593917859709625,Wilcoxon,two.sided,0.92055,-2.58288430760094,-2.88825156594084,-0.26648442519759,BL/T24,ns,ns,ns/ns,VA
Ruminococcus_torques,-0.0237891178535669,Value,BL,T24,20,20,102,0.927,-0.274928156500831,0.256963475323629,Wilcoxon,two.sided,0.989705128205128,-2.58188321481794,-2.58321625676369,-0.00133215423414553,BL/T24,ns,ns,ns/ns,VA
Ruthenibacterium_lactatiformans,-0.0643053258142736,Value,BL,T24,20,20,88,0.546,-0.283589898184792,0.152129862262217,Wilcoxon,two.sided,0.989705128205128,-2.63547459501939,-2.58574099711113,0.0485364157001649,BL/T24,ns,ns,ns/ns,VA
Sellimonas_intestinalis,-0.0724187551291614,Value,BL,T24,20,20,93,0.674,-0.459333039617317,0.304069112677505,Wilcoxon,two.sided,0.989705128205128,-2.99124451675077,-2.92112175043678,0.0677733767651552,BL/T24,ns,ns,ns/ns,VA
Streptococcus_parasanguinis,-0.0102103662651127,Value,BL,T24,20,20,101,0.898,-0.24523906770661,0.261578028269416,Wilcoxon,two.sided,0.989705128205128,-2.69980204575639,-2.74269462420181,-0.0419981778529743,BL/T24,ns,ns,ns/ns,VA
Streptococcus_pasteurianus,0.049186287693462,Value,BL,T24,20,20,114,0.756,-0.330363646684758,0.43212499688246,Wilcoxon,two.sided,0.989705128205128,-2.8114021016668,-2.86773965624685,-0.0548077881640118,BL/T24,ns,ns,ns/ns,VA
Streptococcus_salivarius,0.0539656801840878,Value,BL,T24,20,20,117,0.674,-0.209219449363116,0.337066199091736,Wilcoxon,two.sided,0.989705128205128,-2.71939727419471,-2.76942733255746,-0.0488187907718384,BL/T24,ns,ns,ns/ns,VA
Streptococcus_thermophilus,-0.0180690757713329,Value,BL,T24,20,20,104,0.985,-0.234464389182243,0.292421982162562,Wilcoxon,two.sided,0.997351097178683,-2.74420003482393,-2.86445772626751,-0.113558740488332,BL/T24,ns,ns,ns/ns,VA
Sutterella_sp_AM11_39,-0.0165358215899376,Value,BL,T24,20,20,102,0.927,-0.317179497130066,0.234584555448273,Wilcoxon,two.sided,0.989705128205128,-2.8282657982093,-2.7735883026776,0.0532350287557332,BL/T24,ns,ns,ns/ns,VA
Sutterella_wadsworthensis,0.165958474273532,Value,BL,T24,20,20,137,0.245,-0.161959063893164,0.496619858075727,Wilcoxon,two.sided,0.989705128205128,-2.7076968905169,-2.84845186662725,-0.131690302955107,BL/T24,ns,ns,ns/ns,VA
Tyzzerella_nexilis,-0.108422313094594,Value,BL,T24,20,20,93,0.674,-0.649234045592484,0.192045962733738,Wilcoxon,two.sided,0.989705128205128,-2.91601109015773,-2.68912352188362,0.204480530131917,BL/T24,ns,ns,ns/ns,VA
Veillonella_atypica,-0.191997698804406,Value,BL,T24,20,20,65,0.143,-0.490567383938806,0.0714964057205634,Wilcoxon,two.sided,0.989705128205128,-2.97375347681437,-2.74904807217614,0.202700329065686,BL/T24,ns,ns,ns/ns,VA
Veillonella_dispar,0.127321331083576,Value,BL,T24,20,20,130,0.368,-0.134528304534069,0.423537362075751,Wilcoxon,two.sided,0.989705128205128,-2.7722326805068,-2.90457861292676,-0.124291527107211,BL/T24,ns,ns,ns/ns,VA
