Factor,estimate,.y.,group1,group2,n1,n2,statistic,p,conf.low,conf.high,method,alternative,p.adj,Mean1,Mean2,Mean.diff.log,comparisons,lab.p.adj,lab.p,label,Sites
Clostridium_sp_AF34_13,0.0803489061082364,Value,BL,T24,20,20,116,0.701,-0.219830889384352,0.343796273632465,Wilcoxon,two.sided,0.995029304029304,-2.81832205242209,-2.87618001922105,-0.0562460775423059,BL/T24,ns,ns,ns/ns,UR
Clostridium_sp_AF36_4,0.0563989254644209,Value,BL,T24,20,20,117,0.674,-0.162175877214849,0.313653180137365,Wilcoxon,two.sided,0.995029304029304,-2.66830319603687,-2.73097287634785,-0.0607843081821104,BL/T24,ns,ns,ns/ns,UR
Clostridium_sp_AM22_11AC,-0.0744239729546772,Value,BL,T24,20,20,83,0.43,-0.279671268245308,0.137186255034891,Wilcoxon,two.sided,0.995029304029304,-2.63605233311744,-2.56682338013495,0.0669377840241978,BL/T24,ns,ns,ns/ns,UR
Clostridium_sp_AM33_3,0.0628431492223221,Value,BL,T24,20,20,122,0.546,-0.128109355340476,0.315864435945348,Wilcoxon,two.sided,0.995029304029304,-2.61088160513791,-2.75098601502156,-0.131119845829744,BL/T24,ns,ns,ns/ns,UR
Clostridium_sp_AM42_4,-0.115043841344754,Value,BL,T24,20,20,88,0.546,-0.504039341310473,0.254490162696373,Wilcoxon,two.sided,0.995029304029304,-2.93321556765326,-2.81377821363119,0.112826196600405,BL/T24,ns,ns,ns/ns,UR
Clostridium_sp_AM49_4BH,-0.0127525973670386,Value,BL,T24,20,20,101,0.898,-0.332587119543311,0.236738094122435,Wilcoxon,two.sided,1,-2.8097595010033,-2.72271116823557,0.0834660715182958,BL/T24,ns,ns,ns/ns,UR
Clostridium_sp_AT4,0.0241188405649088,Value,BL,T24,20,20,110,0.869,-0.249517105445392,0.293895081485766,Wilcoxon,two.sided,0.995343971631206,-2.65914637127402,-2.67611296903604,-0.0168242726352401,BL/T24,ns,ns,ns/ns,UR
Clostridium_symbiosum,0.151235011221277,Value,BL,T24,20,20,130,0.368,-0.239061069629514,0.521403553529562,Wilcoxon,two.sided,0.995029304029304,-2.74524470113925,-2.8796427920792,-0.126102193913444,BL/T24,ns,ns,ns/ns,UR
Collinsella_aerofaciens,0.276275703568581,Value,BL,T24,20,20,154,0.0696,-0.0239291631831353,0.603710148929637,Wilcoxon,two.sided,0.995029304029304,-2.66247830405039,-3.05640640204981,-0.332125731380673,BL/T24,ns,ns,ns/ns,UR
Collinsella_SGB14861,-0.049966584978017,Value,BL,T24,20,20,91,0.622,-0.222899298296424,0.143949924164359,Wilcoxon,two.sided,0.995029304029304,-2.64266229839126,-2.59911152663226,0.0426291016068753,BL/T24,ns,ns,ns/ns,UR
Collinsella_SGB4121,-0.094929354860787,Value,BL,T24,20,20,84,0.452,-0.412059985252618,0.206090624742973,Wilcoxon,two.sided,0.995029304029304,-2.88530482195617,-2.7697890916445,0.109316836370292,BL/T24,ns,ns,ns/ns,UR
Coprobacillus_cateniformis,0.227631577340132,Value,BL,T24,20,20,145,0.143,-0.0717899185304802,0.698577513593098,Wilcoxon,two.sided,0.995029304029304,-2.58362011993898,-2.92040230590408,-0.290265372331365,BL/T24,ns,ns,ns/ns,UR
Coprobacter_fastidiosus,-0.102876310355549,Value,BL,T24,20,20,88,0.546,-0.378598481191648,0.193056386174829,Wilcoxon,two.sided,0.995029304029304,-2.80861597406728,-2.75960713359347,0.0478457569037309,BL/T24,ns,ns,ns/ns,UR
Coprobacter_secundus,-0.0290253697668514,Value,BL,T24,20,20,99,0.841,-0.404794177073346,0.147921821993644,Wilcoxon,two.sided,0.995029304029304,-2.90285355023561,-2.72894334123549,0.160340235516808,BL/T24,ns,ns,ns/ns,UR
Coprococcus_catus,-0.0870187960489168,Value,BL,T24,20,20,84,0.452,-0.377417626577114,0.156817315018481,Wilcoxon,two.sided,0.995029304029304,-2.8941438295225,-2.81325566113283,0.0777830813070874,BL/T24,ns,ns,ns/ns,UR
Coprococcus_comes,0.0212752996754718,Value,BL,T24,20,20,111,0.841,-0.289194443705858,0.313010866211759,Wilcoxon,two.sided,0.995029304029304,-2.84453091273763,-2.82612822138042,0.0182354109885286,BL/T24,ns,ns,ns/ns,UR
Coprococcus_eutactus,0.0102702181311599,Value,BL,T24,20,20,108,0.927,-0.202445198993584,0.304078790453758,Wilcoxon,two.sided,1,-2.63537870749697,-2.67376594381928,-0.0376687752148555,BL/T24,ns,ns,ns/ns,UR
Coprococcus_SGB4669,-0.224980754625372,Value,BL,T24,20,20,61,0.105,-0.542428544611824,0.0509316634931849,Wilcoxon,two.sided,0.995029304029304,-2.93108198701297,-2.70029042301601,0.207657510361145,BL/T24,ns,ns,ns/ns,UR
Desulfovibrio_piger,0.0972692153490791,Value,BL,T24,20,20,129,0.388,-0.0986978921391439,0.470984539424816,Wilcoxon,two.sided,0.995029304029304,-2.82776874765744,-3.04165936314316,-0.193830586012524,BL/T24,ns,ns,ns/ns,UR
Desulfovibrio_SGB5076,0.186212627661028,Value,BL,T24,20,20,152,0.0826,-0.0383474003069662,0.430252234213005,Wilcoxon,two.sided,0.995029304029304,-2.69718868489187,-2.89681335750457,-0.182008735047585,BL/T24,ns,ns,ns/ns,UR
Desulfovibrio_SGB5077,0.0883637537703637,Value,BL,T24,20,20,122,0.546,-0.261323093763479,0.357992874764822,Wilcoxon,two.sided,0.995029304029304,-2.79863707403791,-2.8891058840707,-0.086607704721667,BL/T24,ns,ns,ns/ns,UR
Dialister_hominis,-0.0617348155010713,Value,BL,T24,20,20,92,0.648,-0.340884556645075,0.223870341976165,Wilcoxon,two.sided,0.995029304029304,-2.77085274065992,-2.71083049814992,0.058289891403822,BL/T24,ns,ns,ns/ns,UR
Dialister_invisus,-0.105283209633456,Value,BL,T24,20,20,90,0.596,-0.473275982275593,0.192934864062065,Wilcoxon,two.sided,0.995029304029304,-2.78786790523232,-2.65658709160194,0.12335045422933,BL/T24,ns,ns,ns/ns,UR
Dorea_formicigenerans,0.0871104001529194,Value,BL,T24,20,20,126,0.452,-0.112894246950022,0.270183084718539,Wilcoxon,two.sided,0.995029304029304,-2.81424406900207,-2.90057494226405,-0.0828058466207534,BL/T24,ns,ns,ns/ns,UR
Dorea_longicatena,0.105776422897192,Value,BL,T24,20,20,125,0.475,-0.151554738868988,0.413926377480392,Wilcoxon,two.sided,0.995029304029304,-2.69203944109277,-2.83290948020074,-0.131791163523303,BL/T24,ns,ns,ns/ns,UR
Dorea_sp_AF36_15AT,0.0521279968928338,Value,BL,T24,20,20,112,0.812,-0.232834678820763,0.487158706260056,Wilcoxon,two.sided,0.995029304029304,-2.76516080405402,-2.91695951027278,-0.141324812820793,BL/T24,ns,ns,ns/ns,UR
Dysosmobacter_sp_BX15,0.0108169663724381,Value,BL,T24,20,20,110,0.869,-0.280593656590842,0.41476205541193,Wilcoxon,two.sided,0.995343971631206,-2.80742034841124,-2.90823872533128,-0.0960538822073464,BL/T24,ns,ns,ns/ns,UR
Dysosmobacter_sp_NSJ_60,0.0263219868348581,Value,BL,T24,20,20,113,0.784,-0.27446053088049,0.331745182309519,Wilcoxon,two.sided,0.995029304029304,-2.84849536979007,-2.88528482635728,-0.0361288773581529,BL/T24,ns,ns,ns/ns,UR
Dysosmobacter_welbionis,-0.115308307902825,Value,BL,T24,20,20,76,0.294,-0.288520084202392,0.150884781458939,Wilcoxon,two.sided,0.995029304029304,-2.65390451855341,-2.60176848491138,0.0508224155014175,BL/T24,ns,ns,ns/ns,UR
Eggerthella_lenta,0.0922242289207339,Value,BL,T24,20,20,129,0.388,-0.104160479061396,0.3440980971884,Wilcoxon,two.sided,0.995029304029304,-2.70124272891089,-2.85959833608558,-0.147001419379328,BL/T24,ns,ns,ns/ns,UR
Eisenbergiella_massiliensis,0.117344797040348,Value,BL,T24,20,20,126,0.452,-0.227656124173731,0.507533678038105,Wilcoxon,two.sided,0.995029304029304,-2.83540404255948,-2.96825186195923,-0.124734656519532,BL/T24,ns,ns,ns/ns,UR
Eisenbergiella_tayi,-0.25318208882464,Value,BL,T24,20,20,55,0.0637,-0.52037675748912,0.0231762926180612,Wilcoxon,two.sided,0.995029304029304,-2.96480377750222,-2.73048661369937,0.210517913368901,BL/T24,ns,ns,ns/ns,UR
Enterobacter_hormaechei,0.256497225718868,Value,BL,T24,20,20,136,0.261,-0.348133074016514,0.632103405259288,Wilcoxon,two.sided,0.995029304029304,-2.88175431359493,-3.00895521411165,-0.119737480499028,BL/T24,ns,ns,ns/ns,UR
Enterobacter_kobei,-0.00110196445619692,Value,BL,T24,20,20,105,1,-0.39752227275798,0.289684386952644,Wilcoxon,two.sided,1,-2.85421700434593,-2.83541431623661,0.0186281026251032,BL/T24,ns,ns,ns/ns,UR
Enterocloster_aldenensis,0.0345746284088851,Value,BL,T24,20,20,119,0.622,-0.232872727000971,0.331704036023896,Wilcoxon,two.sided,0.995029304029304,-2.60740062276597,-2.7067227474992,-0.0946937396015794,BL/T24,ns,ns,ns/ns,UR
Enterocloster_asparagiformis,-0.0216821751453884,Value,BL,T24,20,20,100,0.869,-0.452641467790518,0.203065757007568,Wilcoxon,two.sided,0.995343971631206,-3.03072014911738,-2.80235572730647,0.205683546132614,BL/T24,ns,ns,ns/ns,UR
Enterocloster_bolteae,0.0432611590898796,Value,BL,T24,20,20,121,0.571,-0.136431304915868,0.202155587075345,Wilcoxon,two.sided,0.995029304029304,-2.64732959385797,-2.65433132012757,-0.00697732800466817,BL/T24,ns,ns,ns/ns,UR
Enterocloster_citroniae,-0.022867139038271,Value,BL,T24,20,20,100,0.869,-0.398523950379996,0.225569289238951,Wilcoxon,two.sided,0.995343971631206,-2.75108077530281,-2.65098024631328,0.0954015656189925,BL/T24,ns,ns,ns/ns,UR
Enterocloster_clostridioformis,-0.117743248586382,Value,BL,T24,20,20,79,0.349,-0.304718560730927,0.143379270070178,Wilcoxon,two.sided,0.995029304029304,-2.83279100931643,-2.75973139977244,0.0705140162005466,BL/T24,ns,ns,ns/ns,UR
Enterocloster_lavalensis,-0.0818838647816209,Value,BL,T24,20,20,91,0.622,-0.348041171763938,0.236417249862721,Wilcoxon,two.sided,0.995029304029304,-2.79720873223473,-2.72203698397775,0.0724804146388657,BL/T24,ns,ns,ns/ns,UR
Enterocloster_SGB14313,0.0830910043924885,Value,BL,T24,20,20,116,0.701,-0.268667986432573,0.322619514436522,Wilcoxon,two.sided,0.995029304029304,-2.8246933177234,-2.81845594802433,0.00621799782000598,BL/T24,ns,ns,ns/ns,UR
Erysipelatoclostridium_ramosum,-0.278469226602984,Value,BL,T24,20,20,56,0.0696,-0.500684653232149,0.0300838033019304,Wilcoxon,two.sided,0.995029304029304,-2.86234199989363,-2.60644563451835,0.227849552997852,BL/T24,ns,ns,ns/ns,UR
Escherichia_coli,0.0616960310876571,Value,BL,T24,20,20,116,0.701,-0.211612553869606,0.385077487878759,Wilcoxon,two.sided,0.995029304029304,-2.43787452282997,-2.52964939776529,-0.08780469758499,BL/T24,ns,ns,ns/ns,UR
Eubacteriaceae_bacterium,0.0173778359522911,Value,BL,T24,20,20,106,0.985,-0.451959989888696,0.296120798441113,Wilcoxon,two.sided,1,-2.90119405212001,-2.8176966158775,0.0801941758101294,BL/T24,ns,ns,ns/ns,UR
Eubacteriales_unclassified_SGB15145,-0.134005092912924,Value,BL,T24,20,20,81,0.388,-0.471592592927937,0.211829452188557,Wilcoxon,two.sided,0.995029304029304,-2.86494497357839,-2.7158782334414,0.13895008259051,BL/T24,ns,ns,ns/ns,UR
Eubacterium_ramulus,0.0430058204158329,Value,BL,T24,20,20,121,0.571,-0.207258833487714,0.225634566337119,Wilcoxon,two.sided,0.995029304029304,-2.84410945377314,-2.84445621934944,-0.000346705467010459,BL/T24,ns,ns,ns/ns,UR
Eubacterium_rectale,-0.0368396693940928,Value,BL,T24,20,20,98,0.812,-0.377342250877206,0.205456278204018,Wilcoxon,two.sided,0.995029304029304,-2.50463716918137,-2.45752671389242,0.0460344232570869,BL/T24,ns,ns,ns/ns,UR
Eubacterium_SGB6276,0.128822253797236,Value,BL,T24,20,20,126,0.452,-0.258914505931712,0.403239809225676,Wilcoxon,two.sided,0.995029304029304,-2.75603188782095,-2.80801008696808,-0.0506723908566203,BL/T24,ns,ns,ns/ns,UR
Eubacterium_siraeum,-0.028414514810617,Value,BL,T24,20,20,98,0.812,-0.279359661714093,0.303258899262026,Wilcoxon,two.sided,0.995029304029304,-2.72415718103723,-2.74449321770003,-0.0201320207488253,BL/T24,ns,ns,ns/ns,UR
Eubacterium_sp_AF16_48,0.0900298299860033,Value,BL,T24,20,20,128,0.409,-0.103219103724525,0.276435082083506,Wilcoxon,two.sided,0.995029304029304,-2.72672244177978,-2.79949804806462,-0.0702493143644301,BL/T24,ns,ns,ns/ns,UR
Eubacterium_sp_AF34_35BH,-0.0341280977454801,Value,BL,T24,20,20,94,0.701,-0.328745099572561,0.287870710184076,Wilcoxon,two.sided,0.995029304029304,-2.82281913906911,-2.88632927128407,-0.0615748828482742,BL/T24,ns,ns,ns/ns,UR
Eubacterium_ventriosum,0.0132834878520773,Value,BL,T24,20,20,112,0.812,-0.233275840196501,0.242104646163537,Wilcoxon,two.sided,0.995029304029304,-2.69447586057206,-2.6903380992961,0.00412922428302993,BL/T24,ns,ns,ns/ns,UR
Evtepia_gabavorous,0.0147336525455862,Value,BL,T24,20,20,107,0.956,-0.279376476004833,0.331204580793346,Wilcoxon,two.sided,1,-2.7472075815009,-2.77591120285626,-0.0282993894707721,BL/T24,ns,ns,ns/ns,UR
Faecalibacillus_faecis,0.0567320444476042,Value,BL,T24,20,20,119,0.622,-0.198075674039571,0.522969122657745,Wilcoxon,two.sided,0.995029304029304,-2.73874259612923,-2.88357402410371,-0.135257401691186,BL/T24,ns,ns,ns/ns,UR
Faecalibacillus_intestinalis,0.0676107484397664,Value,BL,T24,20,20,116,0.701,-0.239589508838217,0.466377310789814,Wilcoxon,two.sided,0.995029304029304,-2.75103935189488,-2.8967393375864,-0.136015791428586,BL/T24,ns,ns,ns/ns,UR
Faecalibacterium_prausnitzii,0.0390618700926706,Value,BL,T24,20,20,118,0.648,-0.187947474645209,0.274269283446579,Wilcoxon,two.sided,0.995029304029304,-2.03310665376615,-2.02773343059247,0.00535883891360148,BL/T24,ns,ns,ns/ns,UR
Faecalibacterium_SGB15315,-0.0249340002091634,Value,BL,T24,20,20,101,0.898,-0.286601903564355,0.205405370621089,Wilcoxon,two.sided,1,-2.83974565864556,-2.78202831572418,0.0561131360420492,BL/T24,ns,ns,ns/ns,UR
Faecalibacterium_SGB15346,0.0201923813473995,Value,BL,T24,20,20,113,0.784,-0.171147458767518,0.203776338048947,Wilcoxon,two.sided,0.995029304029304,-2.56039542457283,-2.56891797534455,-0.00848643886785165,BL/T24,ns,ns,ns/ns,UR
Faecalicatena_fissicatena,0.10817035056828,Value,BL,T24,20,20,129,0.388,-0.157031836197546,0.416947488158403,Wilcoxon,two.sided,0.995029304029304,-2.7299613452731,-2.91598828113426,-0.170609011836313,BL/T24,ns,ns,ns/ns,UR
Faecalimonas_umbilicata,0.0367485440166236,Value,BL,T24,20,20,115,0.729,-0.301844093345131,0.369251070694215,Wilcoxon,two.sided,0.995029304029304,-2.94703804834284,-2.99613014441886,-0.047925119722553,BL/T24,ns,ns,ns/ns,UR
Firmicutes_bacterium_AF16_15,0.0484489054656256,Value,BL,T24,20,20,117,0.674,-0.157664618820521,0.252160294203923,Wilcoxon,two.sided,0.995029304029304,-2.69420961445217,-2.72980790138148,-0.0349793147120612,BL/T24,ns,ns,ns/ns,UR
Flavonifractor_plautii,0.105924978461643,Value,BL,T24,20,20,129,0.388,-0.190030766145105,0.337549304158942,Wilcoxon,two.sided,0.995029304029304,-2.64941569454344,-2.70924575747768,-0.0581085772851013,BL/T24,ns,ns,ns/ns,UR
Fusicatenibacter_saccharivorans,-0.0627011126887816,Value,BL,T24,20,20,93,0.674,-0.339501102192782,0.150126232805891,Wilcoxon,two.sided,0.995029304029304,-2.7026069134085,-2.61727817247748,0.0818829281343207,BL/T24,ns,ns,ns/ns,UR
Fusobacterium_mortiferum,-0.239379837696642,Value,BL,T24,20,20,62,0.114,-0.485557571426077,0.104890653514956,Wilcoxon,two.sided,0.995029304029304,-2.88873820542425,-2.69438093307358,0.177608193286381,BL/T24,ns,ns,ns/ns,UR
Fusobacterium_ulcerans,-0.0226488251072033,Value,BL,T24,20,20,103,0.956,-0.320459695601099,0.334848164298493,Wilcoxon,two.sided,1,-2.82721069633945,-2.83034195148362,-0.00312636297454069,BL/T24,ns,ns,ns/ns,UR
Fusobacterium_varium,-0.231277313466769,Value,BL,T24,20,20,58,0.0826,-0.543396071455177,0.049282648920115,Wilcoxon,two.sided,0.995029304029304,-2.87939139936868,-2.65196987526443,0.204915647159536,BL/T24,ns,ns,ns/ns,UR
Gemmiger_formicilis,-0.0869314219388851,Value,BL,T24,20,20,82,0.409,-0.489008850289852,0.258430216436504,Wilcoxon,two.sided,0.995029304029304,-2.79908673303789,-2.70897965244665,0.086275930490441,BL/T24,ns,ns,ns/ns,UR
Gemmiger_SGB15295,-0.113325724929062,Value,BL,T24,20,20,80,0.368,-0.386357946270019,0.116638359751824,Wilcoxon,two.sided,0.995029304029304,-2.84740345846999,-2.72785586777232,0.112924666825443,BL/T24,ns,ns,ns/ns,UR
GGB13493_SGB15238,0.0591364966753894,Value,BL,T24,20,20,126,0.452,-0.167620421238444,0.333927705400987,Wilcoxon,two.sided,0.995029304029304,-2.83100460190113,-2.93310587472954,-0.0972186056266011,BL/T24,ns,ns,ns/ns,UR
GGB1495_SGB2071,-0.0396992316690081,Value,BL,T24,20,20,97,0.784,-0.239844476009832,0.174662702690996,Wilcoxon,two.sided,0.995029304029304,-2.7930701885734,-2.78304599558522,0.00997428401993635,BL/T24,ns,ns,ns/ns,UR
GGB16040_SGB9347,-0.512114116133114,Value,BL,T24,20,20,34,0.00639,-0.901600671914743,-0.159769438627007,Wilcoxon,two.sided,0.995029304029304,-3.22247729061084,-2.6808547295402,0.432835472851774,BL/T24,ns,**,**/ns,UR
GGB1663_SGB2279,-0.166982699003774,Value,BL,T24,20,20,77,0.312,-0.519470558472826,0.143231111469444,Wilcoxon,two.sided,0.995029304029304,-2.96109887577344,-2.77810693209005,0.16804677489985,BL/T24,ns,ns,ns/ns,UR
GGB2998_SGB3988,-0.0566378454339076,Value,BL,T24,20,20,95,0.729,-0.230973032555969,0.155176422383732,Wilcoxon,two.sided,0.995029304029304,-2.70080136946714,-2.67933664055886,0.0212376059552583,BL/T24,ns,ns,ns/ns,UR
GGB3175_SGB4191,0.00714468654523481,Value,BL,T24,20,20,106,0.985,-0.187036525020799,0.224092251378355,Wilcoxon,two.sided,1,-2.67672006058107,-2.73621909295583,-0.0577961854410057,BL/T24,ns,ns,ns/ns,UR
GGB3256_SGB4303,-0.00325678343760294,Value,BL,T24,20,20,104,0.985,-0.309454996102021,0.29176498785878,Wilcoxon,two.sided,1,-2.68572170569256,-2.64196778597515,0.042823752593748,BL/T24,ns,ns,ns/ns,UR
GGB3277_SGB4327,0.144204370085961,Value,BL,T24,20,20,146,0.133,-0.0573935011909636,0.388301578922213,Wilcoxon,two.sided,0.995029304029304,-2.5906637941776,-2.81116813791411,-0.199264169825703,BL/T24,ns,ns,ns/ns,UR
GGB3278_SGB4328,0.130631517221919,Value,BL,T24,20,20,129,0.388,-0.158657679059577,0.377622291078294,Wilcoxon,two.sided,0.995029304029304,-2.69819572241348,-2.84756000952571,-0.139208995712879,BL/T24,ns,ns,ns/ns,UR
GGB3304_SGB4367,-0.109270839741089,Value,BL,T24,20,20,87,0.522,-0.435936107139929,0.27648228021407,Wilcoxon,two.sided,0.995029304029304,-2.81272391961605,-2.76289237631037,0.0486297163513942,BL/T24,ns,ns,ns/ns,UR
GGB3321_SGB4394,0.00156510415806477,Value,BL,T24,20,20,105,1,-0.270987118068013,0.33662459469961,Wilcoxon,two.sided,1,-2.71117062090198,-2.71733639281077,-0.00614684131181449,BL/T24,ns,ns,ns/ns,UR
GGB33469_SGB15236,-0.140718013574546,Value,BL,T24,20,20,73,0.245,-0.600471196742322,0.181665376119915,Wilcoxon,two.sided,0.995029304029304,-2.85740261062194,-2.67624809562749,0.16649236269145,BL/T24,ns,ns,ns/ns,UR
GGB3363_SGB4447,0.0997020632561311,Value,BL,T24,20,20,129,0.388,-0.164491232455075,0.419558727701927,Wilcoxon,two.sided,0.995029304029304,-2.66361243403021,-2.78989470449898,-0.118922182554355,BL/T24,ns,ns,ns/ns,UR
GGB3363_SGB4448,-0.132012468774001,Value,BL,T24,20,20,75,0.277,-0.370399599662959,0.0949875365818991,Wilcoxon,two.sided,0.995029304029304,-2.83379436920679,-2.70214138783723,0.123679379223384,BL/T24,ns,ns,ns/ns,UR
GGB33928_SGB15225,0.0626122220651224,Value,BL,T24,20,20,119,0.622,-0.232763437142487,0.376632201540719,Wilcoxon,two.sided,0.995029304029304,-2.694583331067,-2.80872599899076,-0.108085201459249,BL/T24,ns,ns,ns/ns,UR
GGB3486_SGB4658,0.251023678720242,Value,BL,T24,20,20,147,0.123,-0.064020104276111,0.639722043310698,Wilcoxon,two.sided,0.995029304029304,-2.67699861371657,-2.98695027866407,-0.269990239545709,BL/T24,ns,ns,ns/ns,UR
GGB3490_SGB4664,0.227547169469676,Value,BL,T24,20,20,147,0.123,-0.050937764904857,0.52129773018507,Wilcoxon,two.sided,0.995029304029304,-2.73130049303243,-2.98712410743745,-0.227791623793265,BL/T24,ns,ns,ns/ns,UR
GGB3612_SGB4882,8.27380175336678e-05,Value,BL,T24,20,20,105,1,-0.316937274296345,0.270658331468352,Wilcoxon,two.sided,1,-2.81043988489951,-2.75523107878214,0.0537386678347559,BL/T24,ns,ns,ns/ns,UR
GGB3619_SGB4894,0.1876318266311,Value,BL,T24,20,20,144,0.154,-0.0732195605516857,0.464821858556272,Wilcoxon,two.sided,0.995029304029304,-2.64142447708092,-2.87849729472872,-0.212747958005852,BL/T24,ns,ns,ns/ns,UR
GGB3632_SGB4921,0.228462114002933,Value,BL,T24,20,20,158,0.0484,0.017299968339556,0.452971420400803,Wilcoxon,two.sided,0.995029304029304,-2.55303935176983,-2.76949303976707,-0.195939812641915,BL/T24,ns,*,*/ns,UR
GGB3653_SGB4964,0.453196262667912,Value,BL,T24,20,20,169,0.0153,0.100471082247279,0.822064552949504,Wilcoxon,two.sided,0.995029304029304,-2.72535540862744,-3.20797218582767,-0.393808619242982,BL/T24,ns,*,*/ns,UR
GGB3746_SGB5089,-0.23792877723276,Value,BL,T24,20,20,65,0.143,-0.641688794639589,0.0805678600301536,Wilcoxon,two.sided,0.995029304029304,-2.74732184297548,-2.4449170917495,0.264212364313832,BL/T24,ns,ns,ns/ns,UR
GGB3815_SGB5180,0.0481615780745985,Value,BL,T24,20,20,118,0.648,-0.147067130821561,0.206616474448643,Wilcoxon,two.sided,0.995029304029304,-2.64742045294028,-2.70154431008166,-0.0527099547345706,BL/T24,ns,ns,ns/ns,UR
GGB3819_SGB5184,0.0526963237907293,Value,BL,T24,20,20,116,0.701,-0.284477867837197,0.385771369344904,Wilcoxon,two.sided,0.995029304029304,-2.78477962845978,-2.86951569728586,-0.0813367028630656,BL/T24,ns,ns,ns/ns,UR
GGB3828_SGB5197,0.131412578461671,Value,BL,T24,20,20,148,0.114,-0.0527206672169072,0.369932726544689,Wilcoxon,two.sided,0.995029304029304,-2.53736995893481,-2.7215573896835,-0.169056826930429,BL/T24,ns,ns,ns/ns,UR
GGB42994_SGB4746,0.193561053684957,Value,BL,T24,20,20,136,0.261,-0.148789981640536,0.506899876806448,Wilcoxon,two.sided,0.995029304029304,-2.78201136884737,-2.9374294473604,-0.144462251215989,BL/T24,ns,ns,ns/ns,UR
GGB4578_SGB6328,0.00983955022356942,Value,BL,T24,20,20,106,0.985,-0.268992851056448,0.312492565004689,Wilcoxon,two.sided,1,-2.90519792093982,-2.90110134868218,0.00408820415142404,BL/T24,ns,ns,ns/ns,UR
GGB4596_SGB6358,-0.158173223997848,Value,BL,T24,20,20,45,0.024,-0.330190527601143,-0.0198498746845439,Wilcoxon,two.sided,0.995029304029304,-2.85379753225993,-2.62315594747179,0.207535647040112,BL/T24,ns,*,*/ns,UR
GGB4599_SGB6362,-0.22453276614749,Value,BL,T24,20,20,54,0.0583,-0.52658990220172,0.0101418228188188,Wilcoxon,two.sided,0.995029304029304,-2.86612482387446,-2.62045502972584,0.219673372521372,BL/T24,ns,ns,ns/ns,UR
GGB4605_SGB6376,-0.0466505712099629,Value,BL,T24,20,20,93,0.674,-0.285466103487709,0.185564732090772,Wilcoxon,two.sided,0.995029304029304,-2.8717933123788,-2.80368931620045,0.0658851104962268,BL/T24,ns,ns,ns/ns,UR
GGB4651_SGB6438,-0.0995189796043531,Value,BL,T24,20,20,95,0.729,-0.475170661313264,0.227622005874767,Wilcoxon,two.sided,0.995029304029304,-2.85442402069761,-2.78856940429422,0.0637769340819318,BL/T24,ns,ns,ns/ns,UR
GGB4684_SGB6478,-0.0707722362665462,Value,BL,T24,20,20,98,0.812,-0.348114691576524,0.372054964905691,Wilcoxon,two.sided,0.995029304029304,-2.74195235138266,-2.78699974195066,-0.0440622342143411,BL/T24,ns,ns,ns/ns,UR
GGB51269_SGB5062,-0.0613638927730533,Value,BL,T24,20,20,86,0.498,-0.351029134090296,0.152590979719,Wilcoxon,two.sided,0.995029304029304,-2.88482606844666,-2.79862889804052,0.0826827615757623,BL/T24,ns,ns,ns/ns,UR
GGB51647_SGB4348,0.0146992700460934,Value,BL,T24,20,20,109,0.898,-0.321876611245034,0.294850072431607,Wilcoxon,two.sided,1,-2.71350057943009,-2.69081939935513,0.0224277864653012,BL/T24,ns,ns,ns/ns,UR
GGB51884_SGB49168,0.00719956171481184,Value,BL,T24,20,20,108,0.927,-0.347716861138296,0.397650760638683,Wilcoxon,two.sided,1,-2.86148482586034,-2.81735546054004,0.0431833949258917,BL/T24,ns,ns,ns/ns,UR
GGB53985_SGB6367,-0.0728310943146804,Value,BL,T24,20,20,99,0.841,-0.474640299202276,0.245165806624286,Wilcoxon,two.sided,0.995029304029304,-2.96651579391779,-2.86583222816109,0.0959314102159294,BL/T24,ns,ns,ns/ns,UR
GGB58714_SGB5072,-0.198151784233229,Value,BL,T24,20,20,73,0.245,-0.636083831642922,0.179939117866257,Wilcoxon,two.sided,0.995029304029304,-2.90123626052424,-2.64599373614932,0.227328800427926,BL/T24,ns,ns,ns/ns,UR
GGB6569_SGB9281,0.0971881568541945,Value,BL,T24,20,20,122,0.546,-0.234005795940428,0.351088128847812,Wilcoxon,two.sided,0.995029304029304,-2.66735859640541,-2.71366297758029,-0.0452643186988576,BL/T24,ns,ns,ns/ns,UR
GGB79734_SGB15291,0.0426832848313997,Value,BL,T24,20,20,113,0.784,-0.232871992184119,0.317439083338858,Wilcoxon,two.sided,0.995029304029304,-2.73546377998247,-2.78822449750817,-0.0514159685121928,BL/T24,ns,ns,ns/ns,UR
GGB79916_SGB4587,-0.0878245700549619,Value,BL,T24,20,20,82,0.409,-0.233912942777603,0.148384897561518,Wilcoxon,two.sided,0.995029304029304,-2.63034965613795,-2.57441335971895,0.0544278581036185,BL/T24,ns,ns,ns/ns,UR
GGB80011_SGB15265,0.0506481035227312,Value,BL,T24,20,20,117,0.674,-0.241300821473407,0.301209369026568,Wilcoxon,two.sided,0.995029304029304,-2.80399255271302,-2.81253950925065,-0.00851063809928438,BL/T24,ns,ns,ns/ns,UR
GGB80011_SGB15267,0.0529779417888744,Value,BL,T24,20,20,116,0.701,-0.382569523915728,0.332619932844174,Wilcoxon,two.sided,0.995029304029304,-2.84379632074563,-2.84337496334625,0.000421268653275881,BL/T24,ns,ns,ns/ns,UR
